model_set,model_key,scope,camera,beach,island,p90,relMAE_all,relMAE_summer,relMAE_season,is_best
tft_train_2022_validate_2025_summer,3d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0201,0.0279,0.0276,False
tft_train_2022_validate_2025_summer,3d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.031,0.0582,0.0423,False
tft_train_2022_validate_2025_summer,3d,per_beach,marina,Marina,,10.0,0.0489,0.0405,0.046,False
tft_train_2022_validate_2025_summer,3d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0421,,0.0484,False
tft_train_2022_validate_2025_summer,3d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1125,0.1593,0.1382,False
tft_train_2022_validate_2025_summer,3d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0029,0.0031,0.0031,False
tft_train_2022_validate_2025_summer,3d,per_beach,port,Port,,6.0,0.0238,0.0329,0.0364,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-gat,Cala Gat,,4.0,0.0484,,,False
tft_train_2022_validate_2025_summer,3d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.0619,,,False
tft_train_2022_validate_2025_summer,3d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1101,,0.099,False
tft_train_2022_validate_2025_summer,3d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0778,,0.0878,False
tft_train_2022_validate_2025_summer,3d,per_beach,port-pollenca,Port Pollença,,34.0,0.0371,,0.037,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0421,,0.1069,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0287,,0.038,False
tft_train_2022_validate_2025_summer,3d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1287,,0.1767,False
tft_train_2022_validate_2025_summer,10d,OVERALL,ALL,,,,0.0538,0.0678,0.0617,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.068,,0.0736,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.065,0.0794,0.0742,False
tft_train_2022_validate_2025_summer,10d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0888,,0.0888,False
tft_train_2022_validate_2025_summer,10d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0179,,0.0216,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0385,0.0492,0.0436,False
tft_train_2022_validate_2025_summer,10d,per_beach,port-dandratx,Brismar,,41.0,0.0471,0.0467,0.0471,False
tft_train_2022_validate_2025_summer,10d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0265,0.0287,0.0291,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1057,0.0979,0.1057,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0489,0.0786,0.0608,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.1429,0.1553,0.1429,False
tft_train_2022_validate_2025_summer,10d,per_beach,port-dandratx_2,Brismar,,288.0,0.1109,,0.1011,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0415,0.0335,0.0394,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0625,,0.0664,False
tft_train_2022_validate_2025_summer,10d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0688,0.0627,0.061,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0244,0.0381,0.0251,False
tft_train_2022_validate_2025_summer,10d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0788,0.0665,0.0711,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0415,,,False
tft_train_2022_validate_2025_summer,10d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0275,,0.0327,False
tft_train_2022_validate_2025_summer,10d,per_beach,andratx,Brismar,,0.0,0.0005,0.0005,0.0005,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0515,0.0403,0.0539,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0302,0.0308,0.0333,False
tft_train_2022_validate_2025_summer,10d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0644,0.0928,0.0713,False
tft_train_2022_validate_2025_summer,10d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0649,,0.073,False
tft_train_2022_validate_2025_summer,10d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.1532,0.251,0.1772,False
tft_train_2022_validate_2025_summer,10d,per_beach,platja-marina,Marina,,10.0,0.035,0.0504,0.0457,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0537,,0.0689,False
tft_train_2022_validate_2025_summer,10d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1185,0.1481,0.1252,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0109,0.0175,0.0164,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0454,0.0784,0.0724,False
tft_train_2022_validate_2025_summer,10d,per_beach,es-pujols,Es Pujols,,30.0,0.0401,0.0603,0.0497,False
tft_train_2022_validate_2025_summer,10d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0186,0.0253,0.025,False
tft_train_2022_validate_2025_summer,10d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0295,0.06,0.0417,False
tft_train_2022_validate_2025_summer,10d,per_beach,marina,Marina,,10.0,0.0499,0.035,0.0437,False
tft_train_2022_validate_2025_summer,10d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0388,,0.0452,False
tft_train_2022_validate_2025_summer,10d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1256,0.1775,0.1529,False
tft_train_2022_validate_2025_summer,10d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0028,0.0029,0.0031,False
tft_train_2022_validate_2025_summer,10d,per_beach,port,Port,,6.0,0.0194,0.0243,0.0292,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-gat,Cala Gat,,4.0,0.0885,,,False
tft_train_2022_validate_2025_summer,10d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.1094,,,False
tft_train_2022_validate_2025_summer,10d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1371,,0.1049,False
tft_train_2022_validate_2025_summer,10d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.071,,0.0775,False
tft_train_2022_validate_2025_summer,10d,per_beach,port-pollenca,Port Pollença,,34.0,0.0527,,0.0363,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0297,,,False
tft_train_2022_validate_2025_summer,10d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0186,,,False
tft_train_2022_validate_2025_summer,10d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1682,,0.2012,False
tft_train_2022_validate_2025_summer,15d,OVERALL,ALL,,,,0.0611,0.0847,0.0715,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0691,,0.0726,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.073,0.0876,0.0782,False
tft_train_2022_validate_2025_summer,15d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0808,,0.0808,False
tft_train_2022_validate_2025_summer,15d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0193,,0.0169,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0428,0.0542,0.0484,False
tft_train_2022_validate_2025_summer,15d,per_beach,port-dandratx,Brismar,,41.0,0.0485,0.0528,0.0484,False
tft_train_2022_validate_2025_summer,15d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.026,0.026,0.0276,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1413,0.1302,0.1413,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0576,0.0942,0.0686,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.1772,0.1995,0.1772,False
tft_train_2022_validate_2025_summer,15d,per_beach,port-dandratx_2,Brismar,,288.0,0.1452,,0.109,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.044,0.041,0.0439,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0675,,0.0808,False
tft_train_2022_validate_2025_summer,15d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0766,0.0775,0.0697,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0272,0.0419,0.0279,False
tft_train_2022_validate_2025_summer,15d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0933,0.0802,0.085,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0544,,,False
tft_train_2022_validate_2025_summer,15d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0289,,0.0337,False
tft_train_2022_validate_2025_summer,15d,per_beach,andratx,Brismar,,0.0,0.001,0.0009,0.001,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0557,0.045,0.0599,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0321,0.0397,0.0354,False
tft_train_2022_validate_2025_summer,15d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.072,0.1118,0.0791,False
tft_train_2022_validate_2025_summer,15d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0714,,0.0758,False
tft_train_2022_validate_2025_summer,15d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.2054,0.3781,0.2703,False
tft_train_2022_validate_2025_summer,15d,per_beach,platja-marina,Marina,,10.0,0.0351,0.0489,0.0443,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-agulla,Cala Agulla,,8.0,0.062,,0.0699,False
tft_train_2022_validate_2025_summer,15d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1398,0.1793,0.1447,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0113,0.017,0.017,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0538,0.1017,0.087,False
tft_train_2022_validate_2025_summer,15d,per_beach,es-pujols,Es Pujols,,30.0,0.0454,0.074,0.0548,False
tft_train_2022_validate_2025_summer,15d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.019,0.0271,0.0266,False
tft_train_2022_validate_2025_summer,15d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0306,0.0602,0.0444,False
tft_train_2022_validate_2025_summer,15d,per_beach,marina,Marina,,10.0,0.0559,0.0487,0.0477,False
tft_train_2022_validate_2025_summer,15d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0441,,0.0487,False
tft_train_2022_validate_2025_summer,15d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1438,0.248,0.1773,False
tft_train_2022_validate_2025_summer,15d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0031,0.0036,0.0034,False
tft_train_2022_validate_2025_summer,15d,per_beach,port,Port,,6.0,0.0206,0.0274,0.0286,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-gat,Cala Gat,,4.0,0.129,,,False
tft_train_2022_validate_2025_summer,15d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.1522,,,False
tft_train_2022_validate_2025_summer,15d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.125,,0.1161,False
tft_train_2022_validate_2025_summer,15d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0843,,0.0945,False
tft_train_2022_validate_2025_summer,15d,per_beach,port-pollenca,Port Pollença,,34.0,0.0417,,0.0363,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0319,,,False
tft_train_2022_validate_2025_summer,15d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0183,,0.0446,False
tft_train_2022_validate_2025_summer,15d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.2083,,0.2553,False
xgb_run_20260522_092800,3d,OVERALL,ALL,,,,0.0643,0.0852,0.0753,False
xgb_run_20260522_092800,3d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0806,,0.0881,False
xgb_run_20260522_092800,3d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.0827,0.101,0.0931,False
xgb_run_20260522_092800,3d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.1261,,0.1261,False
xgb_run_20260522_092800,3d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0184,,0.0205,False
xgb_run_20260522_092800,3d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0501,0.0612,0.0552,False
xgb_run_20260522_092800,3d,per_beach,port-dandratx,Brismar,,41.0,0.0608,0.0701,0.063,False
xgb_run_20260522_092800,3d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0289,0.0275,0.0309,False
xgb_run_20260522_092800,3d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1738,0.181,0.1738,False
xgb_run_20260522_092800,3d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0703,0.1213,0.0864,False
xgb_run_20260522_092800,3d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.1747,0.1937,0.1747,False
xgb_run_20260522_092800,3d,per_beach,port-dandratx_2,Brismar,,288.0,0.1578,,0.1312,False
xgb_run_20260522_092800,3d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0507,0.0449,0.0511,False
xgb_run_20260522_092800,3d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0648,,0.067,False
xgb_run_20260522_092800,3d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.081,0.071,0.0746,False
xgb_run_20260522_092800,3d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0345,0.0615,0.0372,False
xgb_run_20260522_092800,3d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0929,0.0796,0.084,False
xgb_run_20260522_092800,3d,per_beach,cala-llamp,Cala Llamp,,25.0,0.054,,0.0146,False
xgb_run_20260522_092800,3d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0331,,0.0424,False
xgb_run_20260522_092800,3d,per_beach,andratx,Brismar,,0.0,0.0018,0.0019,0.0018,False
xgb_run_20260522_092800,3d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0638,0.0617,0.0688,False
xgb_run_20260522_092800,3d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0379,0.0413,0.0424,False
xgb_run_20260522_092800,3d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0715,0.1015,0.0797,False
xgb_run_20260522_092800,3d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0747,,0.0824,False
xgb_run_20260522_092800,3d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.1347,0.2223,0.1781,False
xgb_run_20260522_092800,3d,per_beach,platja-marina,Marina,,10.0,0.045,0.0636,0.0588,False
xgb_run_20260522_092800,3d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0629,,0.0712,False
xgb_run_20260522_092800,3d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1519,0.2248,0.1631,False
xgb_run_20260522_092800,3d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0138,0.0193,0.0186,False
xgb_run_20260522_092800,3d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0565,0.0943,0.0878,False
xgb_run_20260522_092800,3d,per_beach,es-pujols,Es Pujols,,30.0,0.048,0.0755,0.058,False
xgb_run_20260522_092800,3d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0241,0.035,0.032,False
xgb_run_20260522_092800,3d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0358,0.0738,0.0494,False
xgb_run_20260522_092800,3d,per_beach,marina,Marina,,10.0,0.0582,0.041,0.0502,False
xgb_run_20260522_092800,3d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0468,,0.0543,False
xgb_run_20260522_092800,3d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1323,0.1811,0.1627,False
xgb_run_20260522_092800,3d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0108,0.0109,0.011,False
xgb_run_20260522_092800,3d,per_beach,port,Port,,6.0,0.0246,0.0357,0.0352,False
xgb_run_20260522_092800,3d,per_beach,cala-gat,Cala Gat,,4.0,0.0681,,,False
xgb_run_20260522_092800,3d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.0616,,,False
xgb_run_20260522_092800,3d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1263,,0.115,False
xgb_run_20260522_092800,3d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0856,,0.1006,False
xgb_run_20260522_092800,3d,per_beach,port-pollenca,Port Pollença,,34.0,0.0431,,0.0411,False
xgb_run_20260522_092800,3d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0431,,0.0216,False
xgb_run_20260522_092800,3d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0339,,0.013,False
xgb_run_20260522_092800,3d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1568,,0.2218,False
xgb_run_20260522_092800,10d,OVERALL,ALL,,,,0.0885,0.1234,0.1059,False
xgb_run_20260522_092800,10d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.1084,,0.1362,False
xgb_run_20260522_092800,10d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.1339,0.1795,0.1563,False
xgb_run_20260522_092800,10d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.1829,,0.1829,False
xgb_run_20260522_092800,10d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0168,,0.0161,False
xgb_run_20260522_092800,10d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0657,0.0824,0.0736,False
xgb_run_20260522_092800,10d,per_beach,port-dandratx,Brismar,,41.0,0.0866,0.0971,0.0887,False
xgb_run_20260522_092800,10d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0511,0.0582,0.0577,False
xgb_run_20260522_092800,10d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.2465,0.2529,0.2465,False
xgb_run_20260522_092800,10d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.1004,0.1793,0.126,False
xgb_run_20260522_092800,10d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.2616,0.2954,0.2616,False
xgb_run_20260522_092800,10d,per_beach,port-dandratx_2,Brismar,,288.0,0.2129,,0.1949,False
xgb_run_20260522_092800,10d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0695,0.0675,0.0727,False
xgb_run_20260522_092800,10d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0902,,0.0967,False
xgb_run_20260522_092800,10d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0968,0.0931,0.0904,False
xgb_run_20260522_092800,10d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0347,0.0574,0.036,False
xgb_run_20260522_092800,10d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.1423,0.1319,0.1396,False
xgb_run_20260522_092800,10d,per_beach,cala-llamp,Cala Llamp,,25.0,0.066,,,False
xgb_run_20260522_092800,10d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0433,,0.0532,False
xgb_run_20260522_092800,10d,per_beach,andratx,Brismar,,0.0,0.0031,0.0033,0.0032,False
xgb_run_20260522_092800,10d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0808,0.0804,0.0925,False
xgb_run_20260522_092800,10d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0434,0.0467,0.0482,False
xgb_run_20260522_092800,10d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.1232,0.1756,0.1408,False
xgb_run_20260522_092800,10d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.1,,0.1178,False
xgb_run_20260522_092800,10d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.2202,0.4256,0.2724,False
xgb_run_20260522_092800,10d,per_beach,platja-marina,Marina,,10.0,0.0558,0.0807,0.0764,False
xgb_run_20260522_092800,10d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0778,,0.0877,False
xgb_run_20260522_092800,10d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.2099,0.2958,0.2231,False
xgb_run_20260522_092800,10d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0163,0.0207,0.0203,False
xgb_run_20260522_092800,10d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0871,0.1579,0.1384,False
xgb_run_20260522_092800,10d,per_beach,es-pujols,Es Pujols,,30.0,0.0618,0.1052,0.076,False
xgb_run_20260522_092800,10d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0319,0.0485,0.0422,False
xgb_run_20260522_092800,10d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.038,0.0775,0.0529,False
xgb_run_20260522_092800,10d,per_beach,marina,Marina,,10.0,0.0694,0.0439,0.0561,False
xgb_run_20260522_092800,10d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0496,,0.056,False
xgb_run_20260522_092800,10d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1726,0.2205,0.2171,False
xgb_run_20260522_092800,10d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.013,0.0135,0.0135,False
xgb_run_20260522_092800,10d,per_beach,port,Port,,6.0,0.027,0.0393,0.0386,False
xgb_run_20260522_092800,10d,per_beach,cala-gat,Cala Gat,,4.0,0.0813,,,False
xgb_run_20260522_092800,10d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.0855,,,False
xgb_run_20260522_092800,10d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.2027,,0.2014,False
xgb_run_20260522_092800,10d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.108,,0.1228,False
xgb_run_20260522_092800,10d,per_beach,port-pollenca,Port Pollença,,34.0,0.0588,,0.0597,False
xgb_run_20260522_092800,10d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0417,,,False
xgb_run_20260522_092800,10d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0472,,,False
xgb_run_20260522_092800,10d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.2278,,0.2816,False
xgb_run_20260522_092800,15d,OVERALL,ALL,,,,0.0977,0.1394,0.1173,False
xgb_run_20260522_092800,15d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.1332,,0.1618,False
xgb_run_20260522_092800,15d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.1608,0.2138,0.1836,False
xgb_run_20260522_092800,15d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.2052,,0.2052,False
xgb_run_20260522_092800,15d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0196,,0.0143,False
xgb_run_20260522_092800,15d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.076,0.0992,0.0845,False
xgb_run_20260522_092800,15d,per_beach,port-dandratx,Brismar,,41.0,0.0955,0.1003,0.0948,False
xgb_run_20260522_092800,15d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0613,0.0784,0.0701,False
xgb_run_20260522_092800,15d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.2661,0.2868,0.2661,False
xgb_run_20260522_092800,15d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.1139,0.1954,0.1383,False
xgb_run_20260522_092800,15d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.2927,0.3274,0.2927,False
xgb_run_20260522_092800,15d,per_beach,port-dandratx_2,Brismar,,288.0,0.2434,,0.2385,False
xgb_run_20260522_092800,15d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.081,0.08,0.0839,False
xgb_run_20260522_092800,15d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0794,,0.0935,False
xgb_run_20260522_092800,15d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.1047,0.099,0.0996,False
xgb_run_20260522_092800,15d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0347,0.0575,0.0374,False
xgb_run_20260522_092800,15d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.1554,0.1486,0.1575,False
xgb_run_20260522_092800,15d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0562,,,False
xgb_run_20260522_092800,15d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0393,,0.0464,False
xgb_run_20260522_092800,15d,per_beach,andratx,Brismar,,0.0,0.0025,0.0026,0.0025,False
xgb_run_20260522_092800,15d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0889,0.0768,0.0964,False
xgb_run_20260522_092800,15d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0443,0.0508,0.049,False
xgb_run_20260522_092800,15d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.1436,0.2062,0.162,False
xgb_run_20260522_092800,15d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.1235,,0.1382,False
xgb_run_20260522_092800,15d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.2444,0.5246,0.3209,False
xgb_run_20260522_092800,15d,per_beach,platja-marina,Marina,,10.0,0.0593,0.0891,0.0808,False
xgb_run_20260522_092800,15d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0732,,0.0905,False
xgb_run_20260522_092800,15d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.2534,0.335,0.265,False
xgb_run_20260522_092800,15d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0162,0.0229,0.0211,False
xgb_run_20260522_092800,15d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0986,0.1994,0.156,False
xgb_run_20260522_092800,15d,per_beach,es-pujols,Es Pujols,,30.0,0.0687,0.1138,0.0823,False
xgb_run_20260522_092800,15d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0341,0.0506,0.0456,False
xgb_run_20260522_092800,15d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0394,0.0765,0.0558,False
xgb_run_20260522_092800,15d,per_beach,marina,Marina,,10.0,0.0751,0.0498,0.0582,False
